Year,Month,MonthName,Quarter,Region,State,Product,Category,SalespersonID,Target,Actual,Variance,AchievementPct,Status
2023,1,January,Q1,North,Haryana,Product E,Industrial,SP006,985000.0,832100.0,-152900.0,84.5,Missed
2023,1,January,Q1,North,UP,Product E,Industrial,SP019,542000.0,546700.0,4700.0,100.9,Achieved
2023,1,January,Q1,South,Karnataka,Product A,FMCG,SP003,869000.0,704100.0,-164900.0,81.0,Missed
2023,1,January,Q1,South,Tamil Nadu,Product A,FMCG,SP017,835000.0,801000.0,-34000.0,95.9,Missed
2023,1,January,Q1,South,Telangana,Product A,FMCG,SP025,324000.0,256500.0,-67500.0,79.2,Missed
2023,1,January,Q1,South,Kerala,Product A,FMCG,SP016,522000.0,465600.0,-56400.0,89.2,Missed
2023,1,January,Q1,South,Karnataka,Product B,FMCG,SP013,285000.0,246200.0,-38800.0,86.4,Missed
2023,1,January,Q1,South,Tamil Nadu,Product B,FMCG,SP009,732000.0,622700.0,-109300.0,85.1,Missed
2023,1,January,Q1,South,Telangana,Product B,FMCG,SP001,617000.0,492100.0,-124900.0,79.8,Missed
2023,1,January,Q1,South,Kerala,Product B,FMCG,SP007,562000.0,513200.0,-48800.0,91.3,Missed
2023,1,January,Q1,South,Karnataka,Product C,Pharma,SP030,711000.0,667100.0,-43900.0,93.8,Missed
2023,1,January,Q1,South,Tamil Nadu,Product C,Pharma,SP003,649000.0,687200.0,38200.0,105.9,Achieved
2023,1,January,Q1,South,Telangana,Product C,Pharma,SP017,420000.0,350200.0,-69800.0,83.4,Missed
2023,1,January,Q1,South,Kerala,Product C,Pharma,SP020,649000.0,602200.0,-46800.0,92.8,Missed
2023,1,January,Q1,South,Karnataka,Product D,Pharma,SP002,558000.0,698100.0,140100.0,125.1,Achieved
2023,1,January,Q1,South,Tamil Nadu,Product D,Pharma,SP005,435000.0,425800.0,-9200.0,97.9,Missed
2023,1,January,Q1,South,Telangana,Product D,Pharma,SP030,868000.0,861400.0,-6600.0,99.2,Missed
2023,1,January,Q1,South,Kerala,Product D,Pharma,SP006,896000.0,882600.0,-13400.0,98.5,Missed
2023,1,January,Q1,South,Karnataka,Product E,Industrial,SP026,631000.0,419200.0,-211800.0,66.4,Missed
2023,1,January,Q1,South,Tamil Nadu,Product E,Industrial,SP020,402000.0,355100.0,-46900.0,88.3,Missed
2023,1,January,Q1,South,Telangana,Product E,Industrial,SP017,820000.0,491200.0,-328800.0,59.9,Missed
2023,1,January,Q1,South,Kerala,Product E,Industrial,SP006,280000.0,293800.0,13800.0,104.9,Achieved
2023,1,January,Q1,East,West Bengal,Product A,FMCG,SP004,268000.0,314900.0,46900.0,117.5,Achieved
2023,1,January,Q1,East,Odisha,Product A,FMCG,SP006,659000.0,554000.0,-105000.0,84.1,Missed
2023,1,January,Q1,East,Bihar,Product A,FMCG,SP022,959000.0,1136000.0,177000.0,118.5,Achieved
2023,1,January,Q1,East,Jharkhand,Product A,FMCG,SP014,318000.0,239100.0,-78900.0,75.2,Missed
2023,1,January,Q1,East,West Bengal,Product B,FMCG,SP030,617000.0,457300.0,-159700.0,74.1,Missed
2023,1,January,Q1,East,Odisha,Product B,FMCG,SP021,323000.0,323900.0,900.0,100.3,Achieved
2023,1,January,Q1,East,Bihar,Product B,FMCG,SP005,517000.0,412400.0,-104600.0,79.8,Missed
2023,1,January,Q1,East,Jharkhand,Product B,FMCG,SP020,253000.0,213900.0,-39100.0,84.6,Missed
2023,1,January,Q1,East,West Bengal,Product C,Pharma,SP013,534000.0,578300.0,44300.0,108.3,Achieved
2023,1,January,Q1,East,Odisha,Product C,Pharma,SP005,702000.0,543200.0,-158800.0,77.4,Missed
2023,1,January,Q1,East,Bihar,Product C,Pharma,SP013,422000.0,370400.0,-51600.0,87.8,Missed
2023,1,January,Q1,East,Jharkhand,Product C,Pharma,SP029,931000.0,840200.0,-90800.0,90.2,Missed
2023,1,January,Q1,East,West Bengal,Product D,Pharma,SP002,803000.0,784400.0,-18600.0,97.7,Missed
2023,1,January,Q1,East,Odisha,Product D,Pharma,SP007,632000.0,650900.0,18900.0,103.0,Achieved
2023,1,January,Q1,East,Bihar,Product D,Pharma,SP009,721000.0,652100.0,-68900.0,90.4,Missed
2023,1,January,Q1,East,Jharkhand,Product D,Pharma,SP013,963000.0,712800.0,-250200.0,74.0,Missed
2023,1,January,Q1,East,West Bengal,Product E,Industrial,SP025,358000.0,383600.0,25600.0,107.2,Achieved
2023,1,January,Q1,East,Odisha,Product E,Industrial,SP012,851000.0,1150000.0,299000.0,135.1,Achieved
2023,1,January,Q1,East,Bihar,Product E,Industrial,SP016,296000.0,308700.0,12700.0,104.3,Achieved
2023,1,January,Q1,East,Jharkhand,Product E,Industrial,SP005,888000.0,891600.0,3600.0,100.4,Achieved
2023,1,January,Q1,West,Maharashtra,Product A,FMCG,SP028,871000.0,752200.0,-118800.0,86.4,Missed
2023,1,January,Q1,West,Gujarat,Product A,FMCG,SP020,923000.0,814300.0,-108700.0,88.2,Missed
2023,1,January,Q1,West,Rajasthan,Product A,FMCG,SP024,378000.0,269000.0,-109000.0,71.2,Missed
2023,1,January,Q1,West,Goa,Product A,FMCG,SP020,602000.0,609600.0,7600.0,101.3,Achieved
2023,1,January,Q1,West,Maharashtra,Product B,FMCG,SP004,332000.0,298700.0,-33300.0,90.0,Missed
2023,1,January,Q1,West,Gujarat,Product B,FMCG,SP004,373000.0,415200.0,42200.0,111.3,Achieved
2023,1,January,Q1,West,Rajasthan,Product B,FMCG,SP010,399000.0,305000.0,-94000.0,76.4,Missed
2023,1,January,Q1,West,Goa,Product B,FMCG,SP006,603000.0,678200.0,75200.0,112.5,Achieved
2023,1,January,Q1,West,Maharashtra,Product C,Pharma,SP005,428000.0,373900.0,-54100.0,87.4,Missed
2023,1,January,Q1,West,Gujarat,Product C,Pharma,SP029,734000.0,608000.0,-126000.0,82.8,Missed
2023,1,January,Q1,West,Rajasthan,Product C,Pharma,SP011,916000.0,776300.0,-139700.0,84.8,Missed
2023,1,January,Q1,West,Goa,Product C,Pharma,SP016,940000.0,778900.0,-161100.0,82.9,Missed
2023,1,January,Q1,West,Maharashtra,Product D,Pharma,SP008,982000.0,595800.0,-386200.0,60.7,Missed
2023,1,January,Q1,West,Gujarat,Product D,Pharma,SP009,350000.0,355600.0,5600.0,101.6,Achieved
2023,1,January,Q1,West,Rajasthan,Product D,Pharma,SP028,961000.0,995700.0,34700.0,103.6,Achieved
2023,1,January,Q1,West,Goa,Product D,Pharma,SP012,409000.0,454700.0,45700.0,111.2,Achieved
2023,1,January,Q1,West,Maharashtra,Product E,Industrial,SP022,311000.0,319000.0,8000.0,102.6,Achieved
2023,1,January,Q1,West,Gujarat,Product E,Industrial,SP017,497000.0,506100.0,9100.0,101.8,Achieved
2023,1,January,Q1,West,Rajasthan,Product E,Industrial,SP001,756000.0,505200.0,-250800.0,66.8,Missed
2023,1,January,Q1,West,Goa,Product E,Industrial,SP027,289000.0,273800.0,-15200.0,94.7,Missed
2023,1,January,Q1,Central,MP,Product A,FMCG,SP011,436000.0,327000.0,-109000.0,75.0,Missed
2023,1,January,Q1,Central,Chhattisgarh,Product A,FMCG,SP013,594000.0,521600.0,-72400.0,87.8,Missed
2023,1,January,Q1,Central,Uttarakhand,Product A,FMCG,SP011,961000.0,1085400.0,124400.0,112.9,Achieved
2023,1,January,Q1,Central,MP,Product B,FMCG,SP026,594000.0,549400.0,-44600.0,92.5,Missed
2023,1,January,Q1,Central,Chhattisgarh,Product B,FMCG,SP013,607000.0,320500.0,-286500.0,52.8,Missed
2023,1,January,Q1,Central,Uttarakhand,Product B,FMCG,SP027,570000.0,438800.0,-131200.0,77.0,Missed
2023,1,January,Q1,Central,MP,Product C,Pharma,SP018,328000.0,273800.0,-54200.0,83.5,Missed
2023,1,January,Q1,Central,Chhattisgarh,Product C,Pharma,SP006,281000.0,249000.0,-32000.0,88.6,Missed
2023,1,January,Q1,Central,Uttarakhand,Product C,Pharma,SP030,571000.0,605700.0,34700.0,106.1,Achieved
2023,1,January,Q1,Central,MP,Product D,Pharma,SP024,991000.0,1036100.0,45100.0,104.6,Achieved
2023,1,January,Q1,Central,Chhattisgarh,Product D,Pharma,SP013,916000.0,954300.0,38300.0,104.2,Achieved
2023,1,January,Q1,Central,Uttarakhand,Product D,Pharma,SP015,448000.0,427800.0,-20200.0,95.5,Missed
2023,1,January,Q1,Central,MP,Product E,Industrial,SP010,988000.0,865200.0,-122800.0,87.6,Missed
2023,1,January,Q1,Central,Chhattisgarh,Product E,Industrial,SP021,444000.0,384400.0,-59600.0,86.6,Missed
2023,1,January,Q1,Central,Uttarakhand,Product E,Industrial,SP021,872000.0,858800.0,-13200.0,98.5,Missed
2023,2,February,Q1,North,Delhi,Product A,FMCG,SP010,370000.0,392200.0,22200.0,106.0,Achieved
2023,2,February,Q1,North,Punjab,Product A,FMCG,SP028,919000.0,1059500.0,140500.0,115.3,Achieved
2023,2,February,Q1,North,Haryana,Product A,FMCG,SP024,566000.0,528700.0,-37300.0,93.4,Missed
2023,2,February,Q1,North,UP,Product A,FMCG,SP007,991000.0,955500.0,-35500.0,96.4,Missed
2023,2,February,Q1,North,Delhi,Product B,FMCG,SP026,941000.0,1075400.0,134400.0,114.3,Achieved
2023,2,February,Q1,North,Punjab,Product B,FMCG,SP022,942000.0,713100.0,-228900.0,75.7,Missed
2023,2,February,Q1,North,Haryana,Product B,FMCG,SP008,632000.0,659300.0,27300.0,104.3,Achieved
2023,2,February,Q1,North,UP,Product B,FMCG,SP010,683000.0,547600.0,-135400.0,80.2,Missed
2023,2,February,Q1,North,Delhi,Product C,Pharma,SP025,346000.0,401000.0,55000.0,115.9,Achieved
2023,2,February,Q1,North,Punjab,Product C,Pharma,SP029,683000.0,772400.0,89400.0,113.1,Achieved
2023,2,February,Q1,North,Haryana,Product C,Pharma,SP014,512000.0,597400.0,85400.0,116.7,Achieved
2023,2,February,Q1,North,UP,Product C,Pharma,SP003,745000.0,857700.0,112700.0,115.1,Achieved
2023,2,February,Q1,North,Delhi,Product D,Pharma,SP010,916000.0,958200.0,42200.0,104.6,Achieved
2023,2,February,Q1,North,Punjab,Product D,Pharma,SP028,573000.0,439200.0,-133800.0,76.7,Missed
2023,2,February,Q1,North,Haryana,Product D,Pharma,SP026,720000.0,715800.0,-4200.0,99.4,Missed
2023,2,February,Q1,North,UP,Product D,Pharma,SP018,390000.0,411200.0,21200.0,105.4,Achieved
2023,2,February,Q1,North,Delhi,Product E,Industrial,SP030,512000.0,507700.0,-4300.0,99.2,Missed
2023,2,February,Q1,North,Punjab,Product E,Industrial,SP014,545000.0,492000.0,-53000.0,90.3,Missed
2023,2,February,Q1,North,Haryana,Product E,Industrial,SP014,891000.0,840700.0,-50300.0,94.4,Missed
2023,2,February,Q1,North,UP,Product E,Industrial,SP027,847000.0,828500.0,-18500.0,97.8,Missed
2023,2,February,Q1,South,Karnataka,Product A,FMCG,SP006,536000.0,410600.0,-125400.0,76.6,Missed
2023,2,February,Q1,South,Tamil Nadu,Product A,FMCG,SP013,910000.0,929900.0,19900.0,102.2,Achieved
2023,2,February,Q1,South,Telangana,Product A,FMCG,SP022,840000.0,842700.0,2700.0,100.3,Achieved
2023,2,February,Q1,South,Kerala,Product A,FMCG,SP028,854000.0,768800.0,-85200.0,90.0,Missed
2023,2,February,Q1,South,Karnataka,Product B,FMCG,SP022,945000.0,964100.0,19100.0,102.0,Achieved
2023,2,February,Q1,South,Tamil Nadu,Product B,FMCG,SP015,454000.0,496900.0,42900.0,109.5,Achieved
2023,2,February,Q1,South,Telangana,Product B,FMCG,SP013,588000.0,451300.0,-136700.0,76.7,Missed
2023,2,February,Q1,South,Kerala,Product B,FMCG,SP029,457000.0,521300.0,64300.0,114.1,Achieved
2023,2,February,Q1,South,Karnataka,Product C,Pharma,SP012,274000.0,293900.0,19900.0,107.2,Achieved
2023,2,February,Q1,South,Tamil Nadu,Product C,Pharma,SP022,605000.0,647900.0,42900.0,107.1,Achieved
2023,2,February,Q1,South,Telangana,Product C,Pharma,SP023,549000.0,587200.0,38200.0,107.0,Achieved
2023,2,February,Q1,South,Kerala,Product C,Pharma,SP028,452000.0,464300.0,12300.0,102.7,Achieved
2023,2,February,Q1,South,Karnataka,Product D,Pharma,SP029,898000.0,826200.0,-71800.0,92.0,Missed
2023,2,February,Q1,South,Tamil Nadu,Product D,Pharma,SP022,432000.0,349900.0,-82100.0,81.0,Missed
2023,2,February,Q1,South,Telangana,Product D,Pharma,SP026,874000.0,871300.0,-2700.0,99.7,Missed
2023,2,February,Q1,South,Kerala,Product D,Pharma,SP009,890000.0,836500.0,-53500.0,94.0,Missed
2023,2,February,Q1,South,Karnataka,Product E,Industrial,SP014,971000.0,792300.0,-178700.0,81.6,Missed
2023,2,February,Q1,South,Tamil Nadu,Product E,Industrial,SP025,937000.0,1109400.0,172400.0,118.4,Achieved
2023,2,February,Q1,South,Telangana,Product E,Industrial,SP008,655000.0,685200.0,30200.0,104.6,Achieved
2023,2,February,Q1,South,Kerala,Product E,Industrial,SP028,596000.0,520500.0,-75500.0,87.3,Missed
2023,2,February,Q1,East,West Bengal,Product A,FMCG,SP022,647000.0,442400.0,-204600.0,68.4,Missed
2023,2,February,Q1,East,Odisha,Product A,FMCG,SP001,376000.0,298700.0,-77300.0,79.4,Missed
2023,2,February,Q1,East,Bihar,Product A,FMCG,SP017,772000.0,766800.0,-5200.0,99.3,Missed
2023,2,February,Q1,East,Jharkhand,Product A,FMCG,SP007,271000.0,238800.0,-32200.0,88.1,Missed
2023,2,February,Q1,East,West Bengal,Product B,FMCG,SP017,563000.0,406700.0,-156300.0,72.2,Missed
2023,2,February,Q1,East,Odisha,Product B,FMCG,SP022,975000.0,936000.0,-39000.0,96.0,Missed
2023,2,February,Q1,East,Bihar,Product B,FMCG,SP006,752000.0,673900.0,-78100.0,89.6,Missed
2023,2,February,Q1,East,Jharkhand,Product B,FMCG,SP026,1030000.0,885400.0,-144600.0,86.0,Missed
2023,2,February,Q1,East,West Bengal,Product C,Pharma,SP015,464000.0,340200.0,-123800.0,73.3,Missed
2023,2,February,Q1,East,Odisha,Product C,Pharma,SP009,976000.0,946900.0,-29100.0,97.0,Missed
2023,2,February,Q1,East,Bihar,Product C,Pharma,SP028,967000.0,734100.0,-232900.0,75.9,Missed
2023,2,February,Q1,East,Jharkhand,Product C,Pharma,SP014,712000.0,632300.0,-79700.0,88.8,Missed
2023,2,February,Q1,East,West Bengal,Product D,Pharma,SP018,771000.0,843500.0,72500.0,109.4,Achieved
2023,2,February,Q1,East,Odisha,Product D,Pharma,SP021,855000.0,946200.0,91200.0,110.7,Achieved
2023,2,February,Q1,East,Bihar,Product D,Pharma,SP025,866000.0,780100.0,-85900.0,90.1,Missed
2023,2,February,Q1,East,Jharkhand,Product D,Pharma,SP027,992000.0,496000.0,-496000.0,50.0,Missed
2023,2,February,Q1,East,West Bengal,Product E,Industrial,SP020,996000.0,1029200.0,33200.0,103.3,Achieved
2023,2,February,Q1,East,Odisha,Product E,Industrial,SP010,459000.0,358300.0,-100700.0,78.1,Missed
2023,2,February,Q1,East,Bihar,Product E,Industrial,SP024,289000.0,205500.0,-83500.0,71.1,Missed
2023,2,February,Q1,East,Jharkhand,Product E,Industrial,SP004,1031000.0,1062900.0,31900.0,103.1,Achieved
2023,2,February,Q1,West,Maharashtra,Product A,FMCG,SP010,341000.0,219100.0,-121900.0,64.3,Missed
2023,2,February,Q1,West,Gujarat,Product A,FMCG,SP019,300000.0,308100.0,8100.0,102.7,Achieved
2023,2,February,Q1,West,Rajasthan,Product A,FMCG,SP002,663000.0,700000.0,37000.0,105.6,Achieved
2023,2,February,Q1,West,Goa,Product A,FMCG,SP010,618000.0,615200.0,-2800.0,99.5,Missed
2023,2,February,Q1,West,Maharashtra,Product B,FMCG,SP018,861000.0,819200.0,-41800.0,95.1,Missed
2023,2,February,Q1,West,Gujarat,Product B,FMCG,SP023,825000.0,745100.0,-79900.0,90.3,Missed
2023,2,February,Q1,West,Rajasthan,Product B,FMCG,SP019,549000.0,465200.0,-83800.0,84.7,Missed
2023,2,February,Q1,West,Goa,Product B,FMCG,SP007,984000.0,745600.0,-238400.0,75.8,Missed
2023,2,February,Q1,West,Maharashtra,Product C,Pharma,SP004,1019000.0,1299500.0,280500.0,127.5,Achieved
2023,2,February,Q1,West,Gujarat,Product C,Pharma,SP013,646000.0,551200.0,-94800.0,85.3,Missed
2023,2,February,Q1,West,Rajasthan,Product C,Pharma,SP026,433000.0,338400.0,-94600.0,78.1,Missed
2023,2,February,Q1,West,Goa,Product C,Pharma,SP009,705000.0,638700.0,-66300.0,90.6,Missed
2023,2,February,Q1,West,Maharashtra,Product D,Pharma,SP011,391000.0,393600.0,2600.0,100.7,Achieved
2023,2,February,Q1,West,Gujarat,Product D,Pharma,SP029,393000.0,421700.0,28700.0,107.3,Achieved
2023,2,February,Q1,West,Rajasthan,Product D,Pharma,SP029,691000.0,612100.0,-78900.0,88.6,Missed
2023,2,February,Q1,West,Goa,Product D,Pharma,SP028,1072000.0,955600.0,-116400.0,89.1,Missed
2023,2,February,Q1,West,Maharashtra,Product E,Industrial,SP023,932000.0,745400.0,-186600.0,80.0,Missed
2023,2,February,Q1,West,Gujarat,Product E,Industrial,SP013,665000.0,586300.0,-78700.0,88.2,Missed
2023,2,February,Q1,West,Rajasthan,Product E,Industrial,SP018,945000.0,992100.0,47100.0,105.0,Achieved
2023,2,February,Q1,West,Goa,Product E,Industrial,SP006,610000.0,555500.0,-54500.0,91.1,Missed
2023,2,February,Q1,Central,MP,Product A,FMCG,SP009,466000.0,403100.0,-62900.0,86.5,Missed
2023,2,February,Q1,Central,Chhattisgarh,Product A,FMCG,SP009,707000.0,668600.0,-38400.0,94.6,Missed
2023,2,February,Q1,Central,Uttarakhand,Product A,FMCG,SP019,1067000.0,856500.0,-210500.0,80.3,Missed
2023,2,February,Q1,Central,MP,Product B,FMCG,SP029,930000.0,554700.0,-375300.0,59.6,Missed
2023,2,February,Q1,Central,Chhattisgarh,Product B,FMCG,SP013,443000.0,375200.0,-67800.0,84.7,Missed
2023,2,February,Q1,Central,Uttarakhand,Product B,FMCG,SP027,722000.0,361000.0,-361000.0,50.0,Missed
2023,2,February,Q1,Central,MP,Product C,Pharma,SP019,861000.0,758000.0,-103000.0,88.0,Missed
2023,2,February,Q1,Central,Chhattisgarh,Product C,Pharma,SP029,720000.0,706800.0,-13200.0,98.2,Missed
2023,2,February,Q1,Central,Uttarakhand,Product C,Pharma,SP022,430000.0,459300.0,29300.0,106.8,Achieved
2023,2,February,Q1,Central,MP,Product D,Pharma,SP003,772000.0,771600.0,-400.0,99.9,Missed
2023,2,February,Q1,Central,Chhattisgarh,Product D,Pharma,SP008,704000.0,651500.0,-52500.0,92.5,Missed
2023,2,February,Q1,Central,Uttarakhand,Product D,Pharma,SP017,285000.0,218400.0,-66600.0,76.6,Missed
2023,2,February,Q1,Central,MP,Product E,Industrial,SP004,581000.0,438800.0,-142200.0,75.5,Missed
2023,2,February,Q1,Central,Chhattisgarh,Product E,Industrial,SP026,736000.0,653900.0,-82100.0,88.8,Missed
2023,2,February,Q1,Central,Uttarakhand,Product E,Industrial,SP003,587000.0,463900.0,-123100.0,79.0,Missed
2023,3,March,Q1,North,Delhi,Product A,FMCG,SP021,1069000.0,829200.0,-239800.0,77.6,Missed
2023,3,March,Q1,North,Punjab,Product A,FMCG,SP001,897000.0,831200.0,-65800.0,92.7,Missed
2023,3,March,Q1,North,Haryana,Product A,FMCG,SP022,859000.0,680500.0,-178500.0,79.2,Missed
2023,3,March,Q1,North,UP,Product A,FMCG,SP009,964000.0,624200.0,-339800.0,64.7,Missed
2023,3,March,Q1,North,Delhi,Product B,FMCG,SP001,911000.0,808300.0,-102700.0,88.7,Missed
2023,3,March,Q1,North,Punjab,Product B,FMCG,SP011,734000.0,570700.0,-163300.0,77.8,Missed
2023,3,March,Q1,North,Haryana,Product B,FMCG,SP009,474000.0,472900.0,-1100.0,99.8,Missed
2023,3,March,Q1,North,UP,Product B,FMCG,SP005,917000.0,1021600.0,104600.0,111.4,Achieved
2023,3,March,Q1,North,Delhi,Product C,Pharma,SP030,350000.0,361900.0,11900.0,103.4,Achieved
2023,3,March,Q1,North,Punjab,Product C,Pharma,SP013,338000.0,333100.0,-4900.0,98.5,Missed
2023,3,March,Q1,North,Haryana,Product C,Pharma,SP002,659000.0,741300.0,82300.0,112.5,Achieved
2023,3,March,Q1,North,UP,Product C,Pharma,SP017,541000.0,418100.0,-122900.0,77.3,Missed
2023,3,March,Q1,North,Delhi,Product D,Pharma,SP018,1092000.0,910200.0,-181800.0,83.4,Missed
2023,3,March,Q1,North,Punjab,Product D,Pharma,SP010,466000.0,441700.0,-24300.0,94.8,Missed
2023,3,March,Q1,North,Haryana,Product D,Pharma,SP027,760000.0,654100.0,-105900.0,86.1,Missed
2023,3,March,Q1,North,UP,Product D,Pharma,SP002,1029000.0,969100.0,-59900.0,94.2,Missed
2023,3,March,Q1,North,Delhi,Product E,Industrial,SP025,738000.0,637100.0,-100900.0,86.3,Missed
2023,3,March,Q1,North,Punjab,Product E,Industrial,SP008,1144000.0,1007500.0,-136500.0,88.1,Missed
2023,3,March,Q1,North,Haryana,Product E,Industrial,SP007,423000.0,362000.0,-61000.0,85.6,Missed
2023,3,March,Q1,North,UP,Product E,Industrial,SP016,480000.0,495200.0,15200.0,103.2,Achieved
2023,3,March,Q1,South,Karnataka,Product A,FMCG,SP009,589000.0,525400.0,-63600.0,89.2,Missed
2023,3,March,Q1,South,Tamil Nadu,Product A,FMCG,SP022,683000.0,494100.0,-188900.0,72.3,Missed
2023,3,March,Q1,South,Telangana,Product A,FMCG,SP003,887000.0,799800.0,-87200.0,90.2,Missed
2023,3,March,Q1,South,Kerala,Product A,FMCG,SP030,508000.0,421000.0,-87000.0,82.9,Missed
2023,3,March,Q1,South,Karnataka,Product B,FMCG,SP025,886000.0,1007000.0,121000.0,113.7,Achieved
2023,3,March,Q1,South,Tamil Nadu,Product B,FMCG,SP006,1036000.0,1009400.0,-26600.0,97.4,Missed
2023,3,March,Q1,South,Telangana,Product B,FMCG,SP012,984000.0,1092800.0,108800.0,111.1,Achieved
2023,3,March,Q1,South,Kerala,Product B,FMCG,SP027,861000.0,806500.0,-54500.0,93.7,Missed
2023,3,March,Q1,South,Karnataka,Product C,Pharma,SP003,1080000.0,1142800.0,62800.0,105.8,Achieved
2023,3,March,Q1,South,Tamil Nadu,Product C,Pharma,SP022,419000.0,433600.0,14600.0,103.5,Achieved
2023,3,March,Q1,South,Telangana,Product C,Pharma,SP024,432000.0,433600.0,1600.0,100.4,Achieved
2023,3,March,Q1,South,Kerala,Product C,Pharma,SP027,444000.0,292600.0,-151400.0,65.9,Missed
2023,3,March,Q1,South,Karnataka,Product D,Pharma,SP005,872000.0,828300.0,-43700.0,95.0,Missed
2023,3,March,Q1,South,Tamil Nadu,Product D,Pharma,SP003,335000.0,376600.0,41600.0,112.4,Achieved
2023,3,March,Q1,South,Telangana,Product D,Pharma,SP025,838000.0,772700.0,-65300.0,92.2,Missed
2023,3,March,Q1,South,Kerala,Product D,Pharma,SP021,698000.0,764700.0,66700.0,109.5,Achieved
2023,3,March,Q1,South,Karnataka,Product E,Industrial,SP006,671000.0,569000.0,-102000.0,84.8,Missed
2023,3,March,Q1,South,Tamil Nadu,Product E,Industrial,SP028,1120000.0,978900.0,-141100.0,87.4,Missed
2023,3,March,Q1,South,Telangana,Product E,Industrial,SP023,543000.0,555600.0,12600.0,102.3,Achieved
2023,3,March,Q1,South,Kerala,Product E,Industrial,SP020,938000.0,664100.0,-273900.0,70.8,Missed
2023,3,March,Q1,East,West Bengal,Product A,FMCG,SP025,941000.0,1101800.0,160800.0,117.1,Achieved
2023,3,March,Q1,East,Odisha,Product A,FMCG,SP006,657000.0,577300.0,-79700.0,87.9,Missed
2023,3,March,Q1,East,Bihar,Product A,FMCG,SP025,355000.0,396500.0,41500.0,111.7,Achieved
2023,3,March,Q1,East,Jharkhand,Product A,FMCG,SP029,659000.0,547200.0,-111800.0,83.0,Missed
2023,3,March,Q1,East,West Bengal,Product B,FMCG,SP026,955000.0,986300.0,31300.0,103.3,Achieved
2023,3,March,Q1,East,Odisha,Product B,FMCG,SP014,497000.0,426200.0,-70800.0,85.8,Missed
2023,3,March,Q1,East,Bihar,Product B,FMCG,SP010,488000.0,336300.0,-151700.0,68.9,Missed
2023,3,March,Q1,East,Jharkhand,Product B,FMCG,SP024,417000.0,357200.0,-59800.0,85.6,Missed
2023,3,March,Q1,East,West Bengal,Product C,Pharma,SP005,821000.0,741300.0,-79700.0,90.3,Missed
2023,3,March,Q1,East,Odisha,Product C,Pharma,SP021,847000.0,840200.0,-6800.0,99.2,Missed
2023,3,March,Q1,East,Bihar,Product C,Pharma,SP024,313000.0,250900.0,-62100.0,80.2,Missed
2023,3,March,Q1,East,Jharkhand,Product C,Pharma,SP008,695000.0,693600.0,-1400.0,99.8,Missed
2023,3,March,Q1,East,West Bengal,Product D,Pharma,SP030,1015000.0,894300.0,-120700.0,88.1,Missed
2023,3,March,Q1,East,Odisha,Product D,Pharma,SP026,402000.0,250500.0,-151500.0,62.3,Missed
2023,3,March,Q1,East,Bihar,Product D,Pharma,SP026,1133000.0,1209700.0,76700.0,106.8,Achieved
2023,3,March,Q1,East,Jharkhand,Product D,Pharma,SP008,894000.0,967000.0,73000.0,108.2,Achieved
2023,3,March,Q1,East,West Bengal,Product E,Industrial,SP015,1069000.0,926200.0,-142800.0,86.6,Missed
2023,3,March,Q1,East,Odisha,Product E,Industrial,SP026,932000.0,831300.0,-100700.0,89.2,Missed
